datacreationdate,sitename,aqi,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,co_8hr,pm2.5_avg,pm10_avg,so2_avg,測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm)
2024-01-01 01:00:00,三重,110.0,1.1,0.63,35.3,34.6,70.0,44.0,18.4,29.5,11.0,0.8,39.0,67.0,0.0,1021.2,17.2,62.0,8.4,71.0,13.2,58.0,0.0
2024-01-01 02:00:00,三重,111.0,1.1,0.72,34.0,33.9,56.0,39.0,18.6,27.1,8.5,0.8,39.5,66.0,0.0,1020.6,17.1,64.0,6.6,79.0,12.6,63.0,0.0
2024-01-01 03:00:00,三重,110.0,0.9,0.62,31.1,33.2,59.0,37.0,19.8,32.6,12.8,0.7,39.1,64.0,0.0,1020.2,17.0,66.0,5.9,73.0,12.1,82.0,0.0
2024-01-01 04:00:00,三重,109.0,0.9,0.6,34.5,32.8,52.0,34.0,15.7,26.2,10.4,0.7,38.7,62.0,0.0,1020.0,16.9,66.0,6.1,72.0,11.0,88.0,0.0
2024-01-01 05:00:00,三重,106.0,0.9,0.54,33.8,33.2,56.0,40.0,15.5,26.5,11.0,0.6,37.3,60.0,0.0,1020.4,17.0,66.0,5.6,78.0,10.4,72.0,0.0
2024-01-01 06:00:00,三重,103.0,0.9,0.61,28.3,32.8,54.0,34.0,19.3,33.6,14.2,0.6,36.3,59.0,0.0,1020.9,16.9,65.0,5.3,66.0,11.0,56.0,0.0
2024-01-01 07:00:00,三重,99.0,0.9,0.78,23.2,31.6,54.0,30.0,26.5,54.5,28.0,0.6,35.1,58.0,0.0,1021.6,17.0,66.0,5.6,64.0,11.5,70.0,0.0
2024-01-01 08:00:00,三重,97.0,0.9,0.74,23.8,30.5,56.0,29.0,25.5,50.6,25.1,0.6,34.1,57.0,0.0,1022.1,17.1,65.0,5.9,69.0,10.4,74.0,0.0
2024-01-01 09:00:00,三重,95.0,0.8,0.8,21.9,28.8,53.0,35.0,27.6,59.0,31.4,0.6,33.4,56.0,0.0,1022.5,17.3,65.0,5.1,70.0,11.0,74.0,0.0
2024-01-01 10:00:00,三重,93.0,0.9,0.81,21.9,27.3,52.0,29.0,24.4,53.4,29.0,0.6,32.6,55.0,0.0,1022.6,17.7,63.0,6.2,77.0,11.5,73.0,0.0
2024-01-01 11:00:00,三重,92.0,1.0,0.84,22.2,26.2,48.0,27.0,24.7,53.7,29.0,0.7,32.0,54.0,0.0,1022.0,17.7,61.0,6.3,57.0,12.1,46.0,0.0
2024-01-01 12:00:00,三重,92.0,1.1,0.95,21.1,24.5,46.0,31.0,26.5,63.2,36.7,0.7,32.2,52.0,0.0,1021.1,17.8,63.0,7.6,70.0,12.1,46.0,0.0
2024-01-01 13:00:00,三重,88.0,1.1,0.83,23.8,23.3,48.0,27.0,27.2,57.7,30.4,0.7,30.5,50.0,0.0,1020.2,17.7,63.0,7.1,70.0,12.1,70.0,0.0
2024-01-01 14:00:00,三重,86.0,1.0,0.94,21.7,22.4,49.0,27.0,29.8,70.0,40.2,0.8,29.8,50.0,0.0,1019.6,17.9,63.0,6.5,69.0,14.3,45.0,0.0
2024-01-01 15:00:00,三重,86.0,1.0,0.99,23.1,22.4,45.0,29.0,27.9,59.8,31.8,0.8,29.7,49.0,0.0,1019.2,18.0,63.0,5.8,69.0,11.5,60.0,0.0
2024-01-01 16:00:00,三重,84.0,0.9,0.85,21.5,22.2,39.0,26.0,30.9,66.5,35.6,0.8,28.7,47.0,0.0,1019.3,17.8,63.0,5.2,68.0,11.0,69.0,0.0
2024-01-01 17:00:00,三重,83.0,1.1,1.18,18.8,21.8,40.0,28.0,31.5,64.0,32.5,0.9,28.4,45.0,0.0,1019.8,17.8,67.0,5.9,67.0,10.4,71.0,0.0
2024-01-01 18:00:00,三重,82.0,0.9,1.18,14.8,20.9,43.0,26.0,35.6,68.0,32.4,0.9,27.9,44.0,0.0,1020.2,17.5,66.0,6.3,59.0,10.4,89.0,0.0
2024-01-01 19:00:00,三重,79.0,0.8,1.13,16.2,20.1,38.0,23.0,35.8,78.5,42.6,1.0,26.9,43.0,0.0,1020.3,17.3,64.0,4.7,61.0,10.4,56.0,0.0
2024-01-01 20:00:00,三重,77.0,0.8,1.05,18.1,19.8,29.0,21.0,35.7,68.4,32.7,1.0,25.9,40.0,0.0,1020.4,17.3,64.0,5.6,76.0,8.8,77.0,0.0
2024-01-01 21:00:00,三重,72.0,1.5,1.02,15.3,18.7,34.0,19.0,36.2,78.8,42.6,1.0,24.1,39.0,0.0,1020.4,17.3,64.0,5.2,77.0,8.8,72.0,0.0
2024-01-01 22:00:00,三重,70.0,1.5,0.92,11.2,17.4,33.0,22.0,38.6,90.8,52.1,1.0,23.3,37.0,1.0,1020.2,17.1,63.0,5.0,75.0,9.3,55.0,0.0
2024-01-01 23:00:00,三重,67.0,0.7,0.9,15.1,16.4,30.0,17.0,35.7,68.9,33.2,1.0,22.2,35.0,0.0,1019.7,16.8,63.0,5.1,71.0,8.8,65.0,0.0
2024-01-02 00:00:00,三重,64.0,0.6,0.75,14.8,15.5,31.0,16.0,35.2,60.1,24.8,1.0,20.9,35.0,0.0,1019.0,16.7,63.0,5.1,69.0,8.8,62.0,0.0
2024-01-02 01:00:00,三重,64.0,0.3,0.56,19.4,15.6,23.0,19.0,31.0,51.4,20.3,0.9,20.6,32.0,0.0,1018.6,16.8,66.0,4.2,75.0,8.2,94.0,0.0
2024-01-02 02:00:00,三重,60.0,0.9,0.57,21.9,16.5,23.0,15.0,25.6,40.4,14.8,0.8,19.2,30.0,0.0,1018.2,17.0,68.0,4.5,75.0,8.8,86.0,0.0
2024-01-02 03:00:00,三重,61.0,1.2,0.44,14.3,16.3,26.0,23.0,29.7,57.1,27.3,0.7,19.7,29.0,0.0,1017.8,17.2,69.0,4.4,68.0,7.7,63.0,0.0
2024-01-02 04:00:00,三重,60.0,1.3,0.45,18.1,16.3,28.0,14.0,26.2,39.6,13.3,0.7,19.0,28.0,0.0,1017.4,17.2,70.0,3.9,73.0,7.1,72.0,0.0
2024-01-02 05:00:00,三重,56.0,1.1,0.46,16.8,16.4,32.0,14.0,28.6,46.7,18.0,0.6,17.7,29.0,0.0,1017.4,17.3,71.0,3.2,74.0,7.7,67.0,0.0
2024-01-02 06:00:00,三重,58.0,1.1,0.6,9.7,16.3,30.0,22.0,36.4,64.2,27.8,0.5,18.5,29.0,0.0,1017.5,17.6,71.0,4.1,77.0,6.0,87.0,0.0
2024-01-02 07:00:00,三重,59.0,1.2,1.07,3.7,14.8,30.0,21.0,42.1,114.7,72.6,0.6,18.1,29.0,0.0,1017.8,17.7,71.0,4.0,73.0,7.1,76.0,0.0
2024-01-02 08:00:00,三重,62.0,1.7,1.97,1.4,13.2,37.0,25.0,46.2,152.8,106.5,0.7,19.7,31.0,1.0,1018.0,18.2,70.0,3.7,87.0,6.0,63.0,0.0
2024-01-02 09:00:00,三重,64.0,1.9,1.75,4.2,11.3,38.0,21.0,46.2,145.7,99.4,0.9,20.6,31.0,1.0,1018.2,19.4,67.0,4.1,76.0,8.2,60.0,0.0
2024-01-02 10:00:00,三重,62.0,1.7,1.12,12.4,10.1,31.0,19.0,36.2,91.5,55.3,0.9,20.1,31.0,1.0,1017.5,20.5,63.0,7.1,75.0,11.5,56.0,0.0
2024-01-02 11:00:00,三重,63.0,1.4,0.89,17.2,10.4,35.0,22.0,34.3,82.9,48.5,1.0,20.5,32.0,1.0,1016.6,21.3,62.0,6.4,77.0,11.5,88.0,0.0
2024-01-02 12:00:00,三重,60.0,1.4,0.86,18.5,10.5,31.0,16.0,32.3,77.5,45.1,1.0,19.3,32.0,1.0,1015.3,21.9,62.0,5.8,71.0,9.9,78.0,0.0
2024-01-02 13:00:00,三重,61.0,1.8,0.84,18.5,10.7,31.0,21.0,32.4,80.0,47.6,1.1,19.4,31.0,1.0,1014.1,22.7,54.0,5.9,99.0,9.9,52.0,0.0
2024-01-02 14:00:00,三重,61.0,1.4,0.99,10.2,10.8,38.0,18.0,34.6,86.4,51.7,1.1,19.7,33.0,1.0,1013.4,23.3,51.0,3.3,97.0,8.2,122.0,0.0
2024-01-02 15:00:00,三重,59.0,1.2,1.02,18.7,13.0,34.0,17.0,33.5,80.2,46.6,1.1,18.6,33.0,1.0,1013.2,23.2,49.0,4.1,108.0,8.8,133.0,0.0
2024-01-02 16:00:00,三重,58.0,1.4,1.1,21.2,15.8,30.0,15.0,38.9,91.3,52.4,1.0,18.5,33.0,1.0,1013.4,23.0,50.0,3.9,104.0,8.2,60.0,0.0
2024-01-02 17:00:00,三重,55.0,1.5,1.09,16.4,17.6,36.0,11.0,37.9,76.3,38.4,0.9,16.7,34.0,1.0,1013.9,22.1,58.0,4.5,86.0,8.2,76.0,0.0
2024-01-02 18:00:00,三重,59.0,1.5,1.47,6.6,16.7,40.0,17.0,42.6,106.5,63.8,1.0,16.8,34.0,1.0,1014.4,21.1,64.0,3.7,75.0,8.2,96.0,0.0
2024-01-02 19:00:00,三重,63.0,1.4,1.57,3.6,14.8,37.0,19.0,48.7,105.6,56.9,1.1,16.9,35.0,1.0,1015.0,20.7,67.0,3.2,80.0,6.6,86.0,0.0
2024-01-02 20:00:00,三重,61.0,1.5,1.3,5.4,12.9,35.0,16.0,45.2,89.9,44.6,1.1,16.6,35.0,1.0,1015.5,20.4,69.0,1.3,99.0,5.5,103.0,0.0
2024-01-02 21:00:00,三重,67.0,1.5,1.31,2.1,10.6,38.0,22.0,53.9,120.7,66.8,1.2,18.1,36.0,1.0,1015.8,19.9,71.0,1.2,159.0,3.0,130.0,0.0
2024-01-02 22:00:00,三重,63.0,1.3,1.36,1.3,9.4,35.0,18.0,48.9,96.8,47.9,1.3,18.1,35.0,1.0,1015.7,19.2,72.0,1.1,143.0,3.0,165.0,0.0
2024-01-02 23:00:00,三重,62.0,1.5,1.49,0.6,7.2,38.0,22.0,47.0,111.3,64.2,1.3,18.5,35.0,1.0,1015.3,18.8,73.0,0.0,0.0,2.4,147.0,0.0
2024-01-03 00:00:00,三重,58.0,1.2,1.19,1.2,4.6,32.0,14.0,36.6,95.5,58.8,1.3,18.2,35.0,1.0,1015.3,18.4,74.0,0.0,0.0,2.7,145.0,0.0
2024-01-03 01:00:00,三重,57.0,1.4,1.08,0.7,2.7,36.0,21.0,37.1,85.1,48.0,1.3,18.1,35.0,1.0,1015.3,17.9,80.0,2.1,189.0,3.0,185.0,0.0
2024-01-03 02:00:00,三重,59.0,1.6,1.03,0.6,1.9,31.0,22.0,35.9,89.0,53.0,1.2,18.7,34.0,1.0,1015.3,17.8,82.0,0.0,0.0,1.9,216.0,0.0
2024-01-03 03:00:00,三重,57.0,1.4,0.79,0.6,1.6,31.0,16.0,31.9,61.2,29.3,1.1,18.0,33.0,1.0,1015.1,17.7,84.0,0.3,116.0,1.6,145.0,0.0
2024-01-03 04:00:00,三重,59.0,1.6,0.88,0.4,0.9,36.0,18.0,32.4,72.9,40.5,1.1,18.6,34.0,1.0,1015.0,18.2,85.0,1.9,212.0,3.5,222.0,0.0
2024-01-03 05:00:00,三重,60.0,1.6,0.99,0.4,0.7,39.0,22.0,31.3,83.4,52.1,1.1,19.2,34.0,1.0,1015.6,18.5,87.0,0.4,299.0,3.0,226.0,0.0
2024-01-03 06:00:00,三重,61.0,1.3,0.49,22.7,3.4,40.0,23.0,22.0,44.1,22.1,0.9,19.5,36.0,1.0,1016.4,17.7,91.0,2.0,310.0,7.1,289.0,1.0
2024-01-03 07:00:00,三重,61.0,1.2,0.72,17.5,5.5,28.0,17.0,30.0,67.0,36.9,0.8,19.6,35.0,1.0,1017.5,17.3,90.0,1.3,317.0,8.8,319.0,0.5
2024-01-03 08:00:00,三重,62.0,1.4,1.29,9.0,6.5,27.0,20.0,39.9,105.8,65.8,0.9,20.0,33.0,1.0,1018.6,17.2,89.0,2.0,289.0,6.0,305.0,0.0
2024-01-03 09:00:00,三重,59.0,1.5,0.99,10.1,7.7,26.0,15.0,40.1,100.1,60.0,0.8,18.8,31.0,1.0,1019.4,17.0,89.0,1.6,311.0,5.5,306.0,0.5
2024-01-03 10:00:00,三重,58.0,1.5,0.79,10.5,8.9,27.0,20.0,39.6,100.1,60.5,0.8,18.5,29.0,1.0,1019.5,16.8,87.0,2.4,317.0,7.1,306.0,0.0
2024-01-03 11:00:00,三重,58.0,1.4,0.68,14.8,10.7,36.0,17.0,34.5,89.5,55.0,0.8,18.3,30.0,1.0,1019.4,16.3,85.0,3.5,316.0,9.9,308.0,0.0
2024-01-03 12:00:00,三重,59.0,1.3,0.67,19.4,13.0,40.0,21.0,34.1,78.4,44.3,0.8,18.7,32.0,1.0,1019.3,15.6,82.0,3.3,309.0,10.4,341.0,0.0
2024-01-03 13:00:00,三重,60.0,1.5,0.83,15.5,14.9,42.0,20.0,39.7,87.0,47.2,0.8,19.3,34.0,1.0,1019.1,15.6,79.0,0.8,324.0,6.6,292.0,0.0
2024-01-03 14:00:00,三重,62.0,1.6,1.09,10.6,13.4,47.0,23.0,47.0,124.4,77.4,0.8,19.7,38.0,1.0,1019.4,15.0,84.0,0.4,107.0,2.7,112.0,0.0
2024-01-03 15:00:00,三重,66.0,1.5,1.0,12.3,12.8,46.0,28.0,42.1,107.9,65.8,0.9,21.6,39.0,1.0,1019.8,15.1,79.0,0.4,323.0,2.7,281.0,0.0
2024-01-03 16:00:00,三重,66.0,1.7,1.19,11.8,13.1,46.0,21.0,48.0,114.8,66.8,0.9,21.7,41.0,1.0,1020.4,15.3,74.0,1.9,110.0,3.5,298.0,0.0
2024-01-03 17:00:00,三重,66.0,1.8,1.12,11.5,13.3,44.0,20.0,42.5,98.8,56.2,0.9,21.7,41.0,1.0,1021.3,15.0,74.0,3.6,65.0,6.6,45.0,0.0
2024-01-03 18:00:00,三重,63.0,1.5,1.03,17.4,14.2,39.0,16.0,42.2,82.3,40.1,0.9,20.5,40.0,1.0,1021.8,15.0,69.0,2.8,35.0,8.8,58.0,0.0
2024-01-03 19:00:00,三重,61.0,1.5,1.19,16.2,14.3,33.0,20.0,38.8,79.4,40.6,1.0,19.6,39.0,1.0,1022.2,14.9,68.0,2.8,62.0,7.1,57.0,0.0
2024-01-03 20:00:00,三重,60.0,1.8,1.15,15.0,13.8,42.0,19.0,35.8,75.7,39.9,1.0,19.3,39.0,1.0,1022.5,14.5,62.0,2.3,48.0,8.8,70.0,0.0
2024-01-03 21:00:00,三重,61.0,1.7,1.08,15.7,13.8,37.0,19.0,36.3,73.3,36.9,1.1,19.4,38.0,1.0,1023.0,14.5,62.0,7.5,83.0,10.4,66.0,0.0
2024-01-03 22:00:00,三重,61.0,1.6,0.97,17.5,14.7,39.0,18.0,35.3,73.7,38.4,1.0,19.5,39.0,1.0,1023.2,14.2,59.0,5.5,76.0,10.4,90.0,0.0
2024-01-03 23:00:00,三重,62.0,1.5,0.8,19.7,15.6,49.0,21.0,30.6,61.6,31.0,1.0,19.8,41.0,1.0,1023.2,14.0,60.0,3.1,63.0,8.8,59.0,0.0
2024-01-04 00:00:00,三重,63.0,1.6,0.71,22.3,16.9,44.0,22.0,29.0,53.6,24.5,1.0,20.2,42.0,1.0,1022.5,14.1,58.0,4.6,66.0,7.7,83.0,0.0
2024-01-04 01:00:00,三重,64.0,1.6,0.55,28.6,19.0,42.0,23.0,23.3,42.6,19.2,0.9,20.9,42.0,1.0,1022.0,14.0,57.0,3.6,76.0,8.2,67.0,0.0
2024-01-04 02:00:00,三重,64.0,1.0,0.52,28.0,20.4,43.0,18.0,23.6,33.9,10.2,0.8,20.7,43.0,1.0,1021.0,14.1,60.0,3.9,66.0,7.1,61.0,0.0
2024-01-04 03:00:00,三重,62.0,0.9,0.48,30.8,22.2,38.0,18.0,20.5,29.8,9.3,0.7,19.9,41.0,1.0,1020.1,14.2,61.0,5.1,80.0,8.2,61.0,0.0
2024-01-04 04:00:00,三重,61.0,0.9,0.39,30.4,24.1,39.0,19.0,17.4,28.4,11.0,0.6,19.4,40.0,1.0,1019.9,14.3,61.0,4.8,75.0,8.2,92.0,0.0
2024-01-04 05:00:00,三重,61.0,0.8,0.46,27.2,25.6,41.0,23.0,21.5,31.0,9.5,0.6,19.5,40.0,1.0,1020.0,14.4,65.0,4.1,104.0,7.7,64.0,0.0
2024-01-04 06:00:00,三重,63.0,0.8,0.54,23.7,26.3,50.0,23.0,22.0,31.7,9.6,0.5,20.5,41.0,1.0,1020.2,14.9,64.0,4.2,100.0,7.1,86.0,0.0
2024-01-04 07:00:00,三重,66.0,1.2,0.74,16.1,25.9,48.0,25.0,33.8,64.9,31.1,0.5,21.5,43.0,1.0,1020.3,15.2,63.0,4.8,86.0,8.2,73.0,0.0
2024-01-04 08:00:00,三重,66.0,1.6,1.52,7.9,24.1,43.0,20.0,42.4,113.2,70.7,0.6,21.7,44.0,1.0,1020.6,15.5,61.0,6.3,83.0,9.9,84.0,0.0
2024-01-04 09:00:00,三重,67.0,1.8,1.3,7.6,21.5,50.0,25.0,40.9,106.7,65.8,0.7,22.2,45.0,1.0,1021.2,15.9,65.0,5.4,84.0,9.9,68.0,0.0
2024-01-04 10:00:00,三重,69.0,1.4,1.07,11.2,19.4,62.0,25.0,40.6,85.8,45.2,0.8,22.7,48.0,1.0,1020.8,16.4,64.0,5.6,78.0,10.4,90.0,0.0
2024-01-04 11:00:00,三重,68.0,1.2,0.88,12.3,17.0,51.0,23.0,38.0,82.0,44.0,0.8,22.6,48.0,1.0,1020.0,17.1,60.0,5.8,89.0,10.4,90.0,0.0
2024-01-04 12:00:00,三重,67.0,1.1,0.8,16.9,15.4,52.0,17.0,33.5,71.2,37.6,0.9,22.0,50.0,1.0,1019.0,17.1,61.0,7.5,71.0,11.0,101.0,0.0
2024-01-04 13:00:00,三重,65.0,1.1,0.9,14.4,13.8,52.0,20.0,37.0,90.5,53.4,0.9,21.2,50.0,1.0,1018.0,17.2,61.0,7.0,71.0,10.4,63.0,0.0
2024-01-04 14:00:00,三重,65.0,1.4,0.95,16.2,12.8,45.0,23.0,36.9,86.7,49.7,1.0,21.2,48.0,1.0,1017.6,17.4,63.0,6.7,70.0,11.5,70.0,0.0
2024-01-04 15:00:00,三重,64.0,1.3,0.96,14.4,12.6,51.0,19.0,36.5,78.1,41.6,1.0,20.7,49.0,1.0,1017.2,17.4,63.0,6.5,74.0,11.0,88.0,0.0
2024-01-04 16:00:00,三重,64.0,1.2,1.08,14.0,13.4,51.0,17.0,37.0,85.1,48.1,0.9,20.7,49.0,1.0,1017.6,17.7,61.0,6.7,73.0,10.4,78.0,0.0
2024-01-04 17:00:00,三重,65.0,1.2,1.19,11.2,13.8,48.0,23.0,39.9,89.4,49.4,0.9,21.0,49.0,1.0,1018.0,17.7,63.0,5.5,70.0,9.9,72.0,0.0
2024-01-04 18:00:00,三重,64.0,1.1,1.46,9.4,13.6,49.0,21.0,42.2,90.1,47.9,1.0,20.7,49.0,1.0,1018.3,17.8,63.0,4.4,71.0,9.3,70.0,0.0
2024-01-04 19:00:00,三重,65.0,1.2,1.49,9.8,13.3,42.0,23.0,42.5,94.3,51.7,1.1,21.1,48.0,1.0,1018.6,18.0,65.0,3.8,76.0,8.2,79.0,0.0
2024-01-04 20:00:00,三重,67.0,1.0,1.28,10.4,12.5,45.0,22.0,42.1,83.7,41.5,1.1,21.8,47.0,1.0,1018.6,18.1,65.0,3.3,78.0,7.1,74.0,0.0
2024-01-04 21:00:00,三重,66.0,1.0,1.13,9.8,11.9,42.0,21.0,41.3,77.1,35.8,1.1,21.4,46.0,1.0,1018.8,18.3,65.0,3.8,71.0,6.0,58.0,0.0
2024-01-04 22:00:00,三重,65.0,1.2,1.12,8.3,10.9,31.0,20.0,40.8,78.1,37.3,1.2,21.1,43.0,1.0,1018.7,18.2,65.0,2.9,81.0,6.6,79.0,0.0
2024-01-04 23:00:00,三重,64.0,1.0,1.08,5.7,9.8,36.0,21.0,44.2,88.5,44.3,1.2,20.7,41.0,1.0,1018.4,18.2,65.0,2.7,83.0,6.0,83.0,0.0
2024-01-05 00:00:00,三重,67.0,1.1,1.01,1.1,8.2,36.0,24.0,53.3,116.2,62.8,1.2,21.3,40.0,1.0,1018.4,18.2,64.0,1.4,68.0,4.1,90.0,0.0
2024-01-05 01:00:00,三重,65.0,1.0,0.89,1.0,6.9,35.0,20.0,50.5,109.7,59.1,1.1,21.2,38.0,1.0,1018.1,17.5,67.0,0.0,0.0,2.4,87.0,0.0
2024-01-05 02:00:00,三重,63.0,1.5,1.19,0.6,5.8,31.0,15.0,48.1,134.6,86.5,1.1,20.2,37.0,1.0,1017.9,17.5,65.0,0.5,220.0,1.3,199.0,0.0
2024-01-05 03:00:00,三重,62.0,1.4,1.2,0.4,4.7,32.0,19.0,43.7,101.1,57.3,1.1,20.0,36.0,1.0,1017.5,17.2,66.0,0.8,179.0,2.4,121.0,0.0
2024-01-05 04:00:00,三重,60.0,1.3,0.98,4.4,3.9,31.0,17.0,33.1,87.7,54.5,1.0,19.1,35.0,1.0,1017.4,16.8,66.0,1.5,180.0,2.4,213.0,0.0
2024-01-05 05:00:00,三重,57.0,0.8,0.59,9.9,3.9,22.0,13.0,25.3,55.1,29.8,1.0,17.8,32.0,1.0,1017.7,16.5,68.0,0.7,187.0,3.3,200.0,0.0
2024-01-05 06:00:00,三重,55.0,0.8,0.78,4.9,3.5,23.0,12.0,26.3,62.9,36.5,0.9,17.0,30.0,1.0,1018.4,15.7,80.0,1.3,220.0,1.9,220.0,0.0
2024-01-05 07:00:00,三重,56.0,1.8,1.84,0.7,2.9,36.0,24.0,30.2,205.4,175.1,1.0,17.7,30.0,1.0,1019.1,15.3,81.0,0.4,214.0,1.9,209.0,0.0
2024-01-05 08:00:00,三重,56.0,1.8,1.98,0.8,2.8,30.0,18.0,28.0,154.3,126.2,1.1,17.7,29.0,1.0,1019.6,15.8,75.0,0.7,216.0,2.4,183.0,0.0
2024-01-05 09:00:00,三重,59.0,1.9,1.94,1.9,3.0,34.0,21.0,33.2,141.1,107.9,1.3,18.7,31.0,1.0,1020.0,17.6,68.0,0.4,159.0,1.3,204.0,0.0
2024-01-05 10:00:00,三重,63.0,2.4,1.97,4.8,3.5,46.0,25.0,47.5,160.7,113.1,1.4,20.5,34.0,1.0,1019.8,18.3,66.0,1.9,181.0,2.7,184.0,0.0
2024-01-05 11:00:00,三重,68.0,2.3,1.78,9.2,4.6,60.0,34.0,53.7,144.9,91.1,1.4,22.3,38.0,1.0,1019.0,20.0,65.0,2.3,188.0,4.1,196.0,0.0
2024-01-05 12:00:00,三重,76.0,2.5,1.21,15.6,6.0,64.0,39.0,52.0,112.8,60.7,1.5,25.5,44.0,1.0,1017.9,21.6,62.0,0.5,300.0,6.0,210.0,0.0
2024-01-05 13:00:00,三重,82.0,1.9,0.87,21.1,7.4,68.0,37.0,39.9,83.3,43.4,1.5,28.2,49.0,1.0,1016.8,20.7,71.0,2.5,328.0,6.6,5.0,0.0
2024-01-05 14:00:00,三重,88.0,1.2,0.6,33.4,10.9,57.0,36.0,34.7,61.0,26.3,1.5,30.5,52.0,1.0,1016.1,20.7,70.0,1.4,345.0,5.5,11.0,0.0
2024-01-05 15:00:00,三重,90.0,1.3,0.81,29.8,14.6,63.0,36.0,42.8,82.9,40.1,1.3,31.5,53.0,1.0,1015.9,20.2,72.0,1.9,323.0,7.7,345.0,0.0
2024-01-05 16:00:00,三重,92.0,1.1,0.78,29.6,18.2,66.0,37.0,41.5,75.7,34.2,1.2,32.0,55.0,1.0,1016.3,19.6,75.0,1.2,321.0,7.1,328.0,0.0
2024-01-05 17:00:00,三重,95.0,0.9,1.05,23.4,20.9,73.0,39.0,49.9,96.4,46.4,1.1,33.4,58.0,1.0,1017.3,19.1,77.0,1.9,307.0,7.1,328.0,0.0
2024-01-05 18:00:00,三重,100.0,1.3,1.52,17.0,22.4,69.0,41.0,54.9,117.0,62.0,1.0,35.2,61.0,1.0,1018.2,18.8,78.0,0.5,319.0,4.9,310.0,0.0
2024-01-05 19:00:00,三重,104.0,1.2,1.3,17.6,23.4,73.0,42.0,51.6,100.6,49.0,1.0,36.7,64.0,1.0,1018.5,18.6,79.0,0.4,332.0,3.0,320.0,0.0
2024-01-05 20:00:00,三重,109.0,1.0,0.98,22.9,24.4,68.0,43.0,43.7,66.8,23.1,0.9,38.5,66.0,1.0,1018.8,18.3,80.0,2.0,52.0,2.7,52.0,0.0
2024-01-05 21:00:00,三重,113.0,0.9,1.57,6.7,22.6,76.0,45.0,54.8,113.0,58.1,1.0,40.2,68.0,1.0,1019.0,18.5,81.0,0.1,0.0,2.7,49.0,0.0
2024-01-05 22:00:00,三重,120.0,1.6,2.0,1.4,18.6,80.0,52.0,54.9,139.6,84.6,1.2,42.7,71.0,1.0,1018.8,18.1,83.0,0.5,15.0,2.2,353.0,0.0
2024-01-05 23:00:00,三重,121.0,1.4,1.33,4.9,15.4,76.0,44.0,51.9,104.4,52.4,1.3,43.4,72.0,1.0,1019.0,17.7,85.0,0.0,0.0,1.9,351.0,0.0
2024-01-06 00:00:00,三重,121.0,0.9,0.84,15.2,13.6,68.0,40.0,39.6,57.4,17.7,1.3,43.1,72.0,1.0,1019.0,17.6,86.0,0.1,0.0,1.9,12.0,0.0
2024-01-06 01:00:00,三重,119.0,1.0,0.94,9.9,12.0,63.0,40.0,44.1,82.1,38.0,1.3,42.6,70.0,1.0,1018.8,17.4,87.0,0.0,0.0,2.4,200.0,0.0
2024-01-06 02:00:00,三重,118.0,1.2,0.92,5.0,10.4,68.0,44.0,42.2,78.5,36.3,1.2,41.9,69.0,1.0,1018.5,17.4,87.0,0.0,0.0,2.4,54.0,0.0
2024-01-06 03:00:00,三重,117.0,1.8,0.79,5.5,8.9,66.0,40.0,38.0,61.4,23.3,1.1,41.6,68.0,1.0,1018.5,17.0,87.0,1.1,198.0,1.9,177.0,0.0
2024-01-06 04:00:00,三重,118.0,1.6,0.78,3.3,6.5,57.0,41.0,30.8,55.0,24.2,1.1,41.9,66.0,1.0,1018.5,16.4,85.0,0.9,186.0,3.0,156.0,0.0
2024-01-06 05:00:00,三重,112.0,1.1,0.56,9.8,6.9,42.0,28.0,17.1,25.4,8.3,1.0,39.9,62.0,1.0,1018.7,16.6,83.0,0.5,157.0,1.6,160.0,0.0
2024-01-06 06:00:00,三重,105.0,1.1,0.73,4.0,7.2,40.0,25.0,21.4,52.6,31.2,0.8,36.9,58.0,1.0,1019.2,16.2,84.0,0.2,0.0,1.9,191.0,0.0
2024-01-06 07:00:00,三重,99.0,1.4,1.29,1.9,6.8,49.0,29.0,25.0,115.8,90.8,0.8,35.0,54.0,1.0,1019.7,16.3,84.0,0.3,201.0,2.2,180.0,0.0
2024-01-06 08:00:00,三重,102.0,1.9,2.02,0.9,5.0,66.0,46.0,32.4,155.3,122.8,1.0,35.7,55.0,1.0,1020.4,16.2,85.0,1.5,205.0,1.9,196.0,0.0
2024-01-06 09:00:00,三重,102.0,1.7,1.45,3.7,4.3,54.0,33.0,28.8,100.6,71.8,1.0,35.8,56.0,1.0,1020.6,17.3,81.0,0.3,168.0,1.3,195.0,0.0
2024-01-06 10:00:00,三重,105.0,1.3,1.21,11.5,5.1,64.0,38.0,35.6,80.2,44.5,1.1,36.9,58.0,1.0,1020.4,18.8,72.0,0.4,124.0,2.4,126.0,0.0
2024-01-06 11:00:00,三重,107.0,1.6,1.1,16.1,6.4,60.0,38.0,41.8,84.7,42.9,1.1,37.7,59.0,1.0,1019.5,19.7,67.0,2.0,134.0,2.4,139.0,0.0
