datacreationdate,sitename,aqi,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,co_8hr,pm2.5_avg,pm10_avg,so2_avg,測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm)
2024-01-04 20:00:00,橋頭,84.0,1.6,0.56,32.7,50.2,72.0,37.0,29.9,30.8,0.8,0.4,28.7,54.0,1.0,1017.1,19.7,72.0,1.2,47.0,3.3,44.0,0.0
2024-01-04 21:00:00,橋頭,90.0,1.6,0.48,36.0,47.6,70.0,39.0,22.0,22.6,0.6,0.4,31.5,60.0,1.0,1017.6,19.6,72.0,0.3,26.0,3.1,86.0,0.0
2024-01-04 22:00:00,橋頭,91.0,1.6,0.47,31.9,44.4,69.0,37.0,22.2,23.0,0.8,0.4,31.6,60.0,1.0,1017.7,18.5,75.0,1.4,24.0,3.0,31.0,0.0
2024-01-04 23:00:00,橋頭,94.0,1.5,0.48,28.5,40.9,69.0,37.0,20.8,21.3,0.5,0.4,32.8,62.0,1.0,1017.6,18.3,78.0,1.5,33.0,2.8,23.0,0.0
2024-01-05 00:00:00,橋頭,95.0,1.6,0.45,24.8,36.9,64.0,41.0,19.3,19.8,0.5,0.4,33.4,61.0,1.0,1017.3,17.6,81.0,1.5,31.0,3.4,29.0,0.0
2024-01-05 01:00:00,橋頭,97.0,1.7,0.43,21.0,32.7,72.0,40.0,18.5,19.0,0.5,0.4,34.2,62.0,1.0,1016.9,17.3,86.0,0.7,31.0,3.4,32.0,0.0
2024-01-05 02:00:00,橋頭,102.0,1.4,0.44,16.9,28.8,64.0,42.0,19.4,20.1,0.6,0.4,35.9,63.0,1.0,1016.8,17.1,86.0,0.8,44.0,2.2,20.0,0.0
2024-01-05 03:00:00,橋頭,105.0,1.3,0.38,16.5,26.0,60.0,37.0,17.9,18.4,0.4,0.4,36.9,63.0,1.0,1016.4,17.4,86.0,1.1,52.0,2.9,16.0,0.0
2024-01-05 04:00:00,橋頭,105.0,1.4,0.37,18.0,24.2,52.0,35.0,14.6,15.0,0.3,0.4,37.1,62.0,1.0,1016.4,17.9,83.0,1.2,23.0,2.8,30.0,0.0
2024-01-05 05:00:00,橋頭,109.0,1.3,0.42,16.0,21.7,63.0,44.0,15.4,15.7,0.3,0.4,38.5,62.0,1.0,1016.7,17.8,81.0,1.3,27.0,2.9,27.0,0.0
2024-01-05 06:00:00,橋頭,106.0,1.4,0.4,10.1,19.0,62.0,35.0,18.9,19.5,0.6,0.4,37.5,61.0,1.0,1017.2,17.5,86.0,1.2,23.0,3.5,36.0,0.0
2024-01-05 07:00:00,橋頭,109.0,2.1,0.49,5.2,16.1,60.0,39.0,22.0,23.7,1.6,0.4,38.4,62.0,1.0,1016.7,20.3,70.9,1.4,81.3,2.5,12.0,0.0
2024-01-05 08:00:00,橋頭,111.0,2.0,0.59,5.6,13.7,70.0,41.0,23.2,30.1,6.9,0.4,39.3,64.0,1.0,1017.9,18.0,80.0,1.1,15.0,4.0,347.0,0.0
2024-01-05 09:00:00,橋頭,111.0,1.9,0.55,12.1,12.6,67.0,44.0,21.1,31.1,9.9,0.4,39.5,64.0,1.0,1018.5,18.7,78.0,1.6,17.0,3.4,28.0,0.0
2024-01-05 10:00:00,橋頭,114.0,2.1,0.55,17.3,12.6,61.0,41.0,20.2,29.9,9.7,0.4,40.4,64.0,1.0,1018.3,21.0,71.0,1.9,30.0,3.6,29.0,0.0
2024-01-05 11:00:00,橋頭,114.0,1.8,0.44,33.6,14.7,59.0,40.0,17.8,23.6,5.7,0.4,40.7,63.0,1.0,1017.3,22.7,67.0,1.3,15.0,4.1,38.0,0.0
2024-01-05 12:00:00,橋頭,114.0,1.9,0.44,48.9,18.6,76.0,40.0,17.1,20.2,3.1,0.4,40.5,64.0,1.0,1015.9,24.4,53.0,0.6,333.0,3.3,7.0,0.0
2024-01-05 13:00:00,橋頭,106.0,1.6,0.39,62.4,24.4,42.0,25.0,12.6,14.3,1.6,0.4,37.5,60.0,1.0,1015.0,24.9,50.0,1.6,18.0,4.1,323.0,0.0
2024-01-05 14:00:00,橋頭,103.0,1.7,0.38,66.1,31.4,68.0,33.0,13.4,14.9,1.4,0.4,36.1,61.0,1.0,1014.8,24.6,51.0,3.1,313.0,6.8,322.0,0.0
2024-01-05 15:00:00,橋頭,93.0,1.5,0.32,58.3,38.0,40.0,19.0,10.9,12.6,1.7,0.4,32.7,58.0,1.0,1015.0,24.2,52.0,3.1,319.0,6.9,325.0,0.0
2024-01-05 16:00:00,橋頭,84.0,1.3,0.3,31.0,42.7,34.0,16.0,10.1,11.7,1.5,0.4,29.0,52.0,1.0,1014.9,24.3,50.0,2.1,336.0,6.3,318.0,0.0
2024-01-05 17:00:00,橋頭,80.0,1.2,0.36,56.5,49.0,41.0,19.0,12.6,13.6,1.0,0.3,27.2,51.0,1.0,1015.3,23.9,54.0,1.0,11.0,4.9,360.0,0.0
2024-01-05 18:00:00,橋頭,77.0,1.2,0.5,49.2,53.6,48.0,28.0,20.6,21.3,0.7,0.3,26.2,48.0,1.0,1016.6,20.3,73.4,1.3,92.7,4.9,13.0,0.0
2024-01-05 19:00:00,橋頭,81.0,1.5,0.55,39.9,54.5,55.0,33.0,27.9,28.6,0.7,0.4,27.7,49.0,1.0,1016.2,20.8,72.0,1.1,24.0,5.1,8.0,0.0
2024-01-05 20:00:00,橋頭,89.0,1.4,0.5,37.8,52.9,63.0,42.0,25.7,26.5,0.8,0.4,31.0,53.0,1.0,1016.9,19.7,76.0,1.7,32.0,4.9,6.0,0.0
2024-01-05 21:00:00,橋頭,97.0,1.5,0.52,30.4,48.3,71.0,44.0,24.5,25.3,0.7,0.4,34.2,57.0,1.0,1017.5,19.0,79.0,1.6,39.0,3.7,22.0,0.0
2024-01-05 22:00:00,橋頭,104.0,1.6,0.5,28.2,42.9,72.0,47.0,22.3,23.0,0.6,0.4,36.8,60.0,1.0,1017.3,18.4,84.0,1.6,42.0,4.3,24.0,0.0
2024-01-05 23:00:00,橋頭,110.0,1.2,0.49,25.0,38.1,63.0,47.0,19.7,20.3,0.6,0.4,38.8,61.0,1.0,1017.4,18.4,86.0,0.3,72.0,2.8,54.0,0.0
2024-01-06 00:00:00,橋頭,110.0,1.0,0.43,24.2,36.4,60.0,42.0,17.3,17.7,0.3,0.4,38.9,60.0,1.0,1017.3,18.1,88.0,0.4,71.0,1.5,55.0,0.0
2024-01-06 01:00:00,橋頭,111.0,1.2,0.39,24.0,32.3,57.0,42.0,14.5,15.0,0.5,0.4,39.4,59.0,1.0,1017.1,17.7,89.0,0.4,78.0,1.6,58.0,0.0
2024-01-06 02:00:00,橋頭,112.0,2.2,0.36,21.8,28.9,51.0,45.0,13.8,14.8,1.0,0.4,39.6,56.0,1.0,1016.6,17.6,89.0,0.7,90.0,2.4,39.0,0.0
2024-01-06 03:00:00,橋頭,110.0,1.6,0.33,22.9,26.8,43.0,35.0,11.0,11.7,0.6,0.4,38.8,53.0,1.0,1016.2,17.7,88.0,1.1,89.0,2.1,82.0,0.0
2024-01-06 04:00:00,橋頭,106.0,1.5,0.3,25.0,25.2,49.0,28.0,9.5,10.3,0.7,0.4,37.5,53.0,1.0,1016.0,17.9,86.0,0.6,73.0,2.3,62.0,0.0
2024-01-06 05:00:00,橋頭,102.0,0.7,0.32,21.2,24.0,34.0,26.0,10.4,11.1,0.7,0.3,35.8,49.0,1.0,1016.3,18.0,86.0,0.1,0.0,1.7,48.0,0.0
2024-01-06 06:00:00,橋頭,100.0,0.8,0.48,6.7,21.4,45.0,38.0,17.6,18.9,1.3,0.3,35.4,49.0,1.0,1016.8,17.4,89.0,0.4,359.0,2.4,354.0,0.0
2024-01-06 07:00:00,橋頭,103.0,0.9,0.44,6.6,19.0,49.0,39.0,25.6,27.5,1.9,0.3,36.1,49.0,1.0,1017.5,16.8,91.0,0.7,43.0,2.9,41.0,0.0
2024-01-06 08:00:00,橋頭,98.0,0.6,0.44,6.0,16.8,38.0,23.0,18.6,25.3,6.6,0.3,34.7,47.0,1.0,1018.1,18.3,82.0,0.9,337.0,1.9,346.0,0.0
2024-01-06 09:00:00,橋頭,103.0,1.7,0.52,14.7,15.6,54.0,40.0,18.6,28.7,10.0,0.3,36.3,48.0,1.0,1016.4,20.5,75.3,1.1,147.0,3.1,38.0,0.0
2024-01-06 10:00:00,橋頭,102.0,1.0,0.41,34.2,17.2,47.0,38.0,13.6,17.3,3.6,0.4,35.9,48.0,1.0,1018.0,21.2,69.0,1.6,24.0,3.8,33.0,0.0
2024-01-06 11:00:00,橋頭,99.0,1.3,0.39,45.0,19.9,52.0,36.0,13.2,16.2,3.0,0.4,35.1,48.0,1.0,1017.1,23.1,61.0,1.0,69.0,3.4,27.0,0.0
2024-01-06 12:00:00,橋頭,101.0,1.0,0.45,50.6,23.1,45.0,30.0,12.2,14.7,2.4,0.4,35.5,48.0,1.0,1016.1,24.6,49.0,0.8,353.0,2.6,52.0,0.0
2024-01-06 13:00:00,橋頭,93.0,1.3,0.4,55.2,27.4,37.0,24.0,12.4,15.1,2.6,0.4,32.7,45.0,1.0,1015.3,26.0,42.0,0.8,328.0,2.7,346.0,0.0
2024-01-06 14:00:00,橋頭,94.0,1.3,0.42,73.9,35.8,55.0,42.0,11.8,13.5,1.7,0.4,33.1,46.0,1.0,1014.5,24.9,54.0,2.3,320.0,4.4,324.0,0.0
2024-01-06 15:00:00,橋頭,100.0,1.4,0.43,82.0,45.2,73.0,49.0,13.2,14.5,1.2,0.4,35.3,50.0,1.0,1014.1,24.2,64.0,1.9,326.0,4.1,302.0,0.0
2024-01-06 16:00:00,橋頭,106.0,2.0,0.41,78.4,54.2,68.0,42.0,13.6,15.0,1.3,0.4,37.4,54.0,1.0,1014.3,23.8,66.0,1.8,334.0,4.6,304.0,0.0
2024-01-06 17:00:00,橋頭,117.0,2.1,0.45,76.4,62.0,67.0,49.0,13.7,14.8,1.1,0.4,41.5,59.0,1.0,1015.0,23.5,71.0,1.9,314.0,3.6,308.0,0.0
2024-01-06 18:00:00,橋頭,120.0,2.0,0.6,66.5,66.0,78.0,49.0,18.7,19.7,0.9,0.4,42.8,63.0,1.0,1015.3,22.5,73.0,1.4,2.0,3.6,329.0,0.0
2024-01-06 19:00:00,橋頭,117.0,1.5,0.49,49.7,66.6,63.0,40.0,19.4,20.4,1.0,0.4,41.7,62.0,1.0,1016.0,21.7,71.0,1.1,9.0,4.3,7.0,0.0
2024-01-06 20:00:00,橋頭,118.0,1.3,0.5,36.3,64.8,63.0,40.0,22.7,23.9,1.2,0.4,42.2,63.0,1.0,1016.6,20.3,74.0,1.2,9.0,2.3,10.0,0.0
2024-01-06 21:00:00,橋頭,119.0,1.1,0.49,31.5,61.8,66.0,48.0,22.8,23.9,1.1,0.4,42.4,63.0,1.0,1017.0,19.8,78.0,0.8,18.0,2.9,11.0,0.0
2024-01-06 22:00:00,橋頭,119.0,1.0,0.46,28.5,56.2,69.0,47.0,22.0,23.2,1.2,0.4,42.5,63.0,1.0,1017.0,19.4,79.0,1.0,18.0,2.3,18.0,0.0
2024-01-06 23:00:00,橋頭,124.0,1.2,0.5,27.2,49.3,79.0,51.0,19.9,21.2,1.2,0.4,44.5,66.0,1.0,1016.9,19.1,83.0,0.6,18.0,1.8,18.0,0.0
2024-01-07 00:00:00,橋頭,131.0,1.1,0.48,24.9,42.6,76.0,52.0,19.1,20.3,1.1,0.4,46.9,69.0,1.0,1016.5,18.6,87.0,0.8,18.0,2.2,18.0,0.0
2024-01-07 01:00:00,橋頭,136.0,0.9,0.45,18.6,35.4,75.0,54.0,19.2,20.3,1.1,0.4,48.9,72.0,1.0,1016.5,18.4,87.0,0.3,18.0,2.6,18.0,0.0
2024-01-07 02:00:00,橋頭,139.0,1.2,0.49,15.9,29.1,66.0,54.0,18.1,18.6,0.4,0.4,50.3,72.0,1.0,1016.5,18.4,89.0,0.6,18.0,1.9,18.0,0.0
2024-01-07 03:00:00,橋頭,135.0,1.1,0.4,16.7,25.0,54.0,41.0,14.3,14.5,0.2,0.4,48.7,68.0,1.0,1016.8,18.4,90.0,1.2,18.0,2.2,19.0,0.0
2024-01-07 04:00:00,橋頭,139.0,2.0,0.49,12.0,21.9,81.0,59.0,18.9,19.0,0.1,0.4,50.3,69.0,1.0,1016.3,18.4,91.0,0.7,27.0,3.2,26.0,0.0
2024-01-07 05:00:00,橋頭,143.0,2.1,0.51,11.4,19.4,80.0,62.0,18.2,18.2,0.0,0.4,51.8,70.0,1.0,1016.3,17.9,92.0,0.8,36.0,3.5,27.0,0.0
2024-01-07 06:00:00,橋頭,144.0,1.7,0.52,6.7,16.7,71.0,54.0,17.2,17.6,0.3,0.4,52.0,70.0,1.0,1016.6,17.5,93.0,1.1,9.0,2.8,360.0,0.0
2024-01-07 07:00:00,橋頭,124.0,1.7,0.5,34.8,36.8,65.0,46.0,16.6,17.8,1.2,0.4,46.4,64.0,1.0,1017.7,17.2,92.0,1.4,25.0,3.9,13.0,0.0
2024-01-07 08:00:00,橋頭,124.0,1.7,0.5,34.8,36.4,66.0,46.0,16.6,17.8,1.1,0.4,46.2,64.0,1.0,1018.6,17.1,91.0,2.0,30.0,4.8,34.0,0.0
2024-01-07 09:00:00,橋頭,124.0,1.8,0.5,34.9,36.1,67.0,46.0,16.8,17.9,1.1,0.4,46.1,65.0,1.0,1019.4,18.0,89.0,1.7,37.0,3.9,22.0,0.0
2024-01-07 10:00:00,橋頭,25.0,1.8,0.52,16.6,35.9,62.0,52.0,15.1,19.6,4.4,0.4,46.1,65.0,1.0,1019.4,19.2,80.0,1.3,33.0,3.9,36.0,0.0
2024-01-07 11:00:00,橋頭,147.0,1.8,0.52,20.6,11.4,64.0,54.0,15.0,19.0,4.0,0.5,53.4,67.0,1.0,1018.6,20.3,75.0,1.0,10.0,4.2,3.0,0.0
2024-01-07 12:00:00,橋頭,145.0,1.9,0.45,33.6,14.1,56.0,45.0,13.5,16.4,2.9,0.5,52.3,64.0,1.0,1017.7,22.6,69.0,1.3,40.0,4.3,30.0,0.0
2024-01-07 13:00:00,橋頭,139.0,2.2,0.5,48.3,18.7,52.0,42.0,12.5,14.1,1.6,0.5,50.2,62.0,1.0,1016.6,23.8,62.0,1.9,33.0,3.9,31.0,0.0
2024-01-07 14:00:00,橋頭,131.0,2.7,0.44,61.8,25.6,55.0,34.0,10.9,11.7,0.8,0.5,47.1,60.0,1.0,1015.9,25.5,50.0,0.9,311.0,3.4,55.0,0.0
2024-01-07 15:00:00,橋頭,124.0,2.5,0.37,69.1,33.6,45.0,33.0,9.9,10.7,0.7,0.4,44.2,58.0,1.0,1015.7,25.9,50.0,2.1,316.0,5.0,271.0,0.0
2024-01-07 16:00:00,橋頭,116.0,2.0,0.4,70.7,41.6,54.0,32.0,10.9,11.4,0.4,0.4,41.4,56.0,1.0,1015.9,25.3,50.0,1.7,341.0,5.2,335.0,0.0
2024-01-07 17:00:00,橋頭,110.0,2.0,0.44,65.8,48.3,55.0,32.0,13.7,14.2,0.4,0.4,38.9,56.0,1.0,1016.3,24.5,50.0,1.7,26.0,4.5,2.0,0.0
2024-01-07 18:00:00,橋頭,109.0,2.5,0.52,65.7,54.4,72.0,37.0,14.7,15.0,0.2,0.4,38.6,58.0,1.0,1016.5,23.9,53.0,0.5,1.0,4.1,1.0,0.0
2024-01-07 19:00:00,橋頭,109.0,2.4,0.66,49.7,58.1,83.0,38.0,20.5,20.7,0.1,0.4,38.4,63.0,1.0,1016.9,23.0,61.0,0.7,8.0,2.3,8.0,0.0
2024-01-07 20:00:00,橋頭,111.0,2.2,0.68,37.5,58.6,83.0,42.0,25.4,25.7,0.3,0.5,39.2,67.0,1.0,1017.2,21.8,67.0,0.9,8.0,2.1,8.0,0.0
2024-01-07 21:00:00,橋頭,118.0,2.4,0.61,38.1,57.3,99.0,54.0,22.7,23.1,0.4,0.5,42.0,74.0,1.0,1017.7,19.9,72.0,1.2,21.0,4.1,31.0,0.0
2024-01-07 22:00:00,橋頭,122.0,2.5,0.51,39.9,54.6,91.0,50.0,16.4,16.5,0.0,0.5,43.5,78.0,1.0,1017.7,18.8,74.0,1.7,25.0,4.6,33.0,0.0
2024-01-07 23:00:00,橋頭,126.0,2.6,0.52,34.9,50.3,84.0,53.0,14.9,14.9,0.0,0.5,45.3,79.0,1.0,1017.3,18.3,77.0,1.7,33.0,4.1,26.0,0.0
2024-01-08 00:00:00,橋頭,126.0,2.1,0.51,30.3,45.2,67.0,41.0,15.1,15.2,0.0,0.5,45.0,77.0,2.0,1017.1,17.8,76.0,1.6,23.0,3.9,11.0,0.0
2024-01-08 01:00:00,橋頭,122.0,1.9,0.5,26.9,40.4,60.0,43.0,14.3,14.5,0.2,0.5,43.7,73.0,2.0,1016.9,17.1,79.0,1.5,32.0,3.9,33.0,0.0
2024-01-08 02:00:00,橋頭,120.0,2.2,0.46,25.1,35.3,51.0,40.0,13.5,13.7,0.2,0.5,42.7,67.0,2.0,1015.9,16.8,79.0,1.2,31.0,3.5,45.0,0.0
2024-01-08 03:00:00,橋頭,118.0,2.2,0.44,23.3,32.0,56.0,44.0,12.8,13.0,0.1,0.5,42.0,64.0,2.0,1015.4,16.8,79.0,1.6,15.0,3.9,31.0,0.0
2024-01-08 04:00:00,橋頭,119.0,2.0,0.43,22.5,30.1,51.0,42.0,12.4,12.8,0.3,0.4,42.6,62.0,2.0,1015.0,16.5,80.0,1.4,27.0,3.2,29.0,0.0
2024-01-08 05:00:00,橋頭,117.0,2.0,0.39,21.9,28.1,44.0,34.0,12.6,12.9,0.2,0.4,41.5,60.0,2.0,1015.6,16.3,79.0,1.3,22.0,4.0,18.0,0.0
2024-01-08 06:00:00,橋頭,115.0,2.3,0.42,16.8,25.2,48.0,35.0,14.7,15.1,0.3,0.4,40.8,58.0,2.0,1016.2,15.8,85.0,1.3,45.0,4.5,40.0,0.0
2024-01-08 07:00:00,橋頭,112.0,2.1,0.45,8.9,22.0,48.0,37.0,20.4,21.3,0.9,0.4,39.9,56.0,2.0,1016.5,16.1,86.0,0.4,43.0,2.9,31.0,0.0
2024-01-08 08:00:00,橋頭,111.0,2.0,0.66,6.0,18.9,60.0,39.0,27.2,34.8,7.5,0.4,39.4,56.0,2.0,1017.1,17.3,80.0,0.5,26.0,2.0,36.0,0.0
2024-01-08 09:00:00,橋頭,112.0,2.3,0.66,9.5,16.8,67.0,42.0,26.0,38.5,12.4,0.4,39.9,58.0,2.0,1017.5,17.7,78.0,1.9,31.0,3.2,32.0,0.0
2024-01-08 10:00:00,橋頭,116.0,2.4,0.54,14.1,15.4,65.0,46.0,23.0,33.2,10.2,0.4,41.1,59.0,2.0,1017.7,20.5,72.0,0.9,1.0,3.3,33.0,0.0
2024-01-08 11:00:00,橋頭,117.0,2.2,0.51,18.6,14.8,64.0,44.0,23.3,32.3,8.9,0.5,41.6,60.0,2.0,1016.8,22.2,70.0,0.4,26.0,2.9,30.0,0.0
2024-01-08 12:00:00,橋頭,118.0,2.4,0.49,33.0,16.1,60.0,41.0,21.6,28.8,7.2,0.5,41.9,60.0,2.0,1015.7,24.9,54.0,0.3,327.0,1.4,355.0,0.0
2024-01-08 13:00:00,橋頭,114.0,2.6,0.43,56.1,20.4,58.0,35.0,17.5,20.4,2.8,0.5,40.7,58.0,2.0,1014.5,25.3,52.0,1.4,331.0,3.7,355.0,0.0
2024-01-08 14:00:00,橋頭,108.0,2.2,0.39,59.8,25.8,69.0,29.0,17.9,20.2,2.2,0.5,38.1,60.0,2.0,1014.3,25.5,51.0,1.7,300.0,4.5,303.0,0.0
2024-01-08 15:00:00,橋頭,98.0,2.3,0.36,63.5,32.6,61.0,22.0,13.6,15.4,1.7,0.5,34.4,59.0,2.0,1013.7,25.3,54.0,1.7,307.0,4.6,315.0,0.0
2024-01-08 16:00:00,橋頭,93.0,2.2,0.35,61.4,39.5,53.0,29.0,14.8,16.2,1.3,0.4,32.4,59.0,2.0,1013.8,25.1,52.0,2.1,312.0,4.9,314.0,0.0
2024-01-08 17:00:00,橋頭,88.0,2.2,0.4,57.4,45.5,54.0,24.0,16.5,17.2,0.7,0.4,30.6,59.0,2.0,1014.2,24.2,67.0,1.9,320.0,4.6,323.0,0.0
2024-01-08 18:00:00,橋頭,87.0,2.5,0.51,48.7,49.8,69.0,28.0,22.3,23.1,0.7,0.4,30.2,59.0,2.0,1014.9,23.8,69.0,0.8,359.0,3.6,353.0,0.0
2024-01-08 19:00:00,橋頭,88.0,2.7,0.47,42.5,52.8,66.0,28.0,25.0,25.7,0.6,0.4,30.5,61.0,2.0,1015.3,22.8,72.0,1.8,12.0,4.8,354.0,0.0
2024-01-08 20:00:00,橋頭,84.0,2.3,0.38,42.4,54.0,59.0,22.0,18.5,19.1,0.6,0.4,29.0,62.0,2.0,1015.6,21.4,73.0,2.1,24.0,4.8,350.0,0.0
2024-01-08 21:00:00,橋頭,83.0,2.2,0.37,36.6,51.5,55.0,26.0,16.4,17.2,0.7,0.4,28.5,61.0,2.0,1015.4,20.7,76.0,1.2,22.0,4.0,34.0,0.0
2024-01-08 22:00:00,橋頭,81.0,2.2,0.38,30.0,47.8,66.0,28.0,18.3,19.4,1.0,0.4,27.8,61.0,2.0,1015.0,20.0,80.0,1.4,29.0,3.7,36.0,0.0
2024-01-08 23:00:00,橋頭,82.0,2.3,0.4,25.2,43.0,62.0,33.0,17.2,17.9,0.6,0.4,28.0,60.0,2.0,1014.8,19.2,88.0,1.8,30.0,4.5,32.0,0.0
2024-01-09 00:00:00,橋頭,84.0,2.3,0.4,19.9,37.8,61.0,33.0,16.5,17.0,0.5,0.4,29.0,61.0,2.0,1014.6,18.6,91.0,1.6,29.0,4.4,38.0,0.0
2024-01-09 01:00:00,橋頭,83.0,2.2,0.43,16.3,32.7,56.0,25.0,15.7,16.2,0.4,0.4,28.5,61.0,2.0,1014.7,18.4,93.0,1.4,31.0,4.5,10.0,0.0
2024-01-09 02:00:00,橋頭,83.0,1.2,0.37,14.2,28.4,46.0,28.0,14.6,15.4,0.7,0.4,28.4,57.0,2.0,1014.2,18.0,95.0,2.0,35.0,4.8,24.0,0.0
2024-01-09 03:00:00,橋頭,81.0,1.1,0.35,12.9,24.7,42.0,26.0,13.9,14.5,0.6,0.3,27.7,54.0,2.0,1013.6,17.8,95.0,1.1,19.0,4.1,38.0,0.0
2024-01-09 04:00:00,橋頭,81.0,0.8,0.36,10.8,20.7,47.0,32.0,14.3,14.9,0.6,0.3,27.7,52.0,2.0,1013.2,17.6,90.0,1.4,18.0,3.1,32.0,0.0
2024-01-09 05:00:00,橋頭,86.0,0.8,0.34,10.0,17.4,53.0,37.0,15.2,16.1,0.8,0.3,29.7,51.0,2.0,1013.5,17.5,91.0,1.6,23.0,4.0,24.0,0.0
2024-01-09 06:00:00,橋頭,87.0,0.7,0.32,11.2,15.1,47.0,31.0,13.5,14.3,0.8,0.3,30.2,51.0,2.0,1013.6,17.6,91.0,1.6,27.0,6.4,38.0,0.0
2024-01-09 07:00:00,橋頭,89.0,0.8,0.37,9.4,13.1,49.0,31.0,15.5,16.7,1.2,0.3,31.0,51.0,1.0,1013.1,21.6,76.2,1.7,49.3,3.8,29.0,0.0
2024-01-09 08:00:00,橋頭,92.0,0.7,0.44,8.6,11.7,56.0,36.0,17.4,20.8,3.3,0.3,32.1,52.0,1.0,1014.1,18.5,92.0,1.1,24.0,6.0,355.0,0.0
2024-01-09 09:00:00,橋頭,93.0,0.9,0.4,12.7,11.2,49.0,36.0,15.6,22.2,6.5,0.3,32.4,51.0,1.0,1014.1,19.4,88.0,2.1,19.0,5.8,22.0,0.0
2024-01-09 10:00:00,橋頭,95.0,1.1,0.41,14.9,11.3,48.0,37.0,18.4,28.1,9.6,0.3,33.5,50.0,1.0,1013.7,22.1,74.0,1.4,14.0,4.2,355.0,0.0
2024-01-09 11:00:00,橋頭,94.0,1.3,0.41,20.6,12.3,46.0,29.0,23.1,32.9,9.8,0.3,33.1,49.0,1.0,1013.2,23.9,67.0,1.8,11.0,4.8,2.0,0.0
2024-01-09 12:00:00,橋頭,89.0,1.4,0.36,33.9,15.2,38.0,23.0,22.2,26.7,4.4,0.3,31.0,46.0,1.0,1012.1,25.8,56.0,1.4,5.0,5.0,20.0,0.0
2024-01-09 13:00:00,橋頭,84.0,1.3,0.32,45.8,19.6,41.0,20.0,15.1,18.5,3.3,0.3,28.8,45.0,1.0,1010.9,26.8,54.0,2.0,18.0,5.4,354.0,0.0
2024-01-09 14:00:00,橋頭,77.0,1.2,0.26,47.2,24.1,46.0,17.0,15.2,17.7,2.4,0.3,25.9,44.0,1.0,1010.1,26.9,53.0,2.2,7.0,5.5,23.0,0.0
2024-01-09 15:00:00,橋頭,74.0,1.2,0.26,43.0,28.3,47.0,29.0,17.4,21.8,4.4,0.3,24.9,43.0,1.0,1009.7,27.2,52.0,1.9,356.0,6.0,346.0,0.0
2024-01-09 16:00:00,橋頭,67.0,1.1,0.26,40.7,32.4,28.0,12.0,12.8,15.4,2.6,0.3,22.2,40.0,1.0,1009.8,26.9,52.0,2.4,8.0,6.5,6.0,0.0
2024-01-09 17:00:00,橋頭,67.0,1.3,0.33,43.8,36.2,46.0,22.0,15.9,17.6,1.6,0.3,21.8,40.0,1.0,1010.2,25.8,63.0,2.1,360.0,6.0,311.0,0.0
2024-01-09 18:00:00,橋頭,66.0,1.2,0.41,35.0,38.8,46.0,18.0,19.4,20.4,1.0,0.3,21.4,42.0,1.0,1010.9,24.6,66.0,2.1,12.0,5.1,355.0,0.0
2024-01-09 19:00:00,橋頭,67.0,0.9,0.38,32.8,40.3,41.0,25.0,18.8,19.6,0.8,0.3,22.1,42.0,1.0,1011.7,23.3,71.0,1.8,12.0,5.1,6.0,0.0
2024-01-09 20:00:00,橋頭,69.0,0.9,0.39,26.6,39.4,45.0,23.0,20.2,20.9,0.6,0.3,22.9,43.0,1.0,1012.3,22.4,76.0,1.5,22.0,4.6,17.0,0.0
2024-01-09 21:00:00,橋頭,68.0,1.0,0.32,28.9,37.2,41.0,23.0,18.5,19.3,0.7,0.3,22.4,42.0,1.0,1012.5,20.2,88.0,2.2,28.0,5.8,5.0,0.0
2024-01-09 22:00:00,橋頭,69.0,1.2,0.33,26.4,34.6,40.0,26.0,14.9,15.9,1.0,0.3,22.9,41.0,1.0,1012.7,19.7,91.0,2.0,28.0,5.8,13.0,0.0
2024-01-09 23:00:00,橋頭,73.0,0.9,0.34,21.8,32.0,54.0,36.0,14.3,15.2,0.8,0.3,24.6,43.0,1.0,1012.6,19.4,93.0,1.6,31.0,5.2,32.0,0.0
2024-01-10 00:00:00,橋頭,82.0,0.6,0.35,19.5,29.4,63.0,43.0,13.5,13.9,0.4,0.3,28.0,47.0,1.0,1012.7,18.9,94.0,1.4,21.0,5.0,1.0,0.0
2024-01-10 01:00:00,橋頭,93.0,0.6,0.37,21.0,26.5,57.0,48.0,12.0,12.5,0.5,0.3,32.4,49.0,1.0,1012.5,18.5,95.0,1.7,28.0,6.0,38.0,0.0
2024-01-10 02:00:00,橋頭,102.0,0.8,0.35,18.0,24.4,58.0,45.0,12.9,13.8,0.9,0.3,36.0,52.0,0.0,1012.2,18.6,94.0,2.3,21.0,5.3,57.0,0.0
2024-01-10 03:00:00,橋頭,108.0,0.8,0.35,16.3,22.3,60.0,48.0,12.6,13.3,0.7,0.3,38.3,53.0,0.0,1012.2,18.4,95.0,2.0,17.0,5.7,34.0,0.0
2024-01-10 04:00:00,橋頭,110.0,0.9,0.32,14.2,20.8,55.0,40.0,14.2,14.8,0.5,0.3,39.1,54.0,0.0,1012.3,18.4,93.0,1.6,34.0,5.0,342.0,0.0
